DATASET,YEAR,GEOGRAPHY_CODE,SUB_ICB_LOC_CODE,SUB_ICB_LOC_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB009,M,18 to 24,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB009,M,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB009,M,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB009,M,45 to 54,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB009,M,55 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB009,M,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB009,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,F,0 to 9,94
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,F,10 to 17,84
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,F,18 to 24,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,F,25 to 34,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,F,35 to 44,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,F,45 to 54,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,F,55 to 64,25
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,F,65 to 74,38
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,F,75 and over,93
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,M,0 to 9,153
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,M,10 to 17,101
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,M,18 to 24,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,M,25 to 34,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,M,35 to 44,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,M,45 to 54,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,M,55 to 64,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,M,65 to 74,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB010,M,75 and over,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,F,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,F,18 to 24,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,F,25 to 34,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,F,35 to 44,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,F,45 to 54,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,M,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,M,18 to 24,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,M,25 to 34,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,M,35 to 44,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,M,45 to 54,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,M,55 to 64,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,M,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB011,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,F,0 to 9,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,F,10 to 17,211
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,F,18 to 24,370
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,F,25 to 34,450
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,F,35 to 44,365
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,F,45 to 54,442
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,F,55 to 64,501
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,F,65 to 74,622
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,F,75 and over,737
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,M,0 to 9,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,M,10 to 17,140
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,M,18 to 24,101
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,M,25 to 34,126
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,M,35 to 44,134
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,M,45 to 54,180
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,M,55 to 64,337
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,M,65 to 74,495
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB012,M,75 and over,561
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,F,18 to 24,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,F,25 to 34,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,F,35 to 44,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,F,45 to 54,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,F,55 to 64,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,F,65 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,M,18 to 24,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,M,25 to 34,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,M,35 to 44,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,M,45 to 54,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,M,55 to 64,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,M,65 to 74,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB013,M,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,F,0 to 9,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,F,10 to 17,53
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,F,18 to 24,173
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,F,25 to 34,302
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,F,35 to 44,281
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,F,45 to 54,443
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,F,55 to 64,629
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,F,65 to 74,813
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,F,75 and over,733
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,M,0 to 9,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,M,10 to 17,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,M,18 to 24,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,M,25 to 34,130
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,M,35 to 44,222
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,M,45 to 54,448
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,M,55 to 64,772
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,M,65 to 74,1218
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB014,M,75 and over,873
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,F,18 to 24,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,F,25 to 34,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,F,35 to 44,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,F,45 to 54,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,F,55 to 64,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,F,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,F,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,M,18 to 24,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,M,25 to 34,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,M,35 to 44,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,M,45 to 54,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,M,55 to 64,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,M,65 to 74,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB015,M,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,F,10 to 17,28
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,F,18 to 24,159
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,F,25 to 34,315
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,F,35 to 44,350
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,F,45 to 54,566
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,F,55 to 64,788
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,F,65 to 74,866
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,F,75 and over,607
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,M,0 to 9,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,M,10 to 17,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,M,18 to 24,34
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,M,25 to 34,112
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,M,35 to 44,235
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,M,45 to 54,584
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,M,55 to 64,872
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,M,65 to 74,929
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB016,M,75 and over,466
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB017,F,25 to 34,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB017,F,35 to 44,38
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB017,F,45 to 54,31
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB017,F,55 to 64,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB018,F,25 to 34,3520
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB018,F,35 to 44,3438
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB018,F,45 to 54,4523
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB018,F,55 to 64,4336
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB019,F,25 to 34,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB019,F,35 to 44,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB019,F,45 to 54,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB019,F,55 to 64,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB020,F,25 to 34,2642
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB020,F,35 to 44,2743
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB020,F,45 to 54,3653
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB020,F,55 to 64,3346
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB021,F,50 to 54,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB021,F,55 to 59,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB021,F,60 to 64,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB021,F,65 to 69,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB022,F,50 to 54,1268
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000130,00L,NHS North East and North Cumbria ICB - 00L,LDOB022,F,55 to 59,1722
